"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Live animals",101,"Bovine",10102,"Animal Products",1,10052430,2019
"Live animals",101,"Sheep and Goats",10104,"Animal Products",1,1876456,2019
"Live animals",101,"Poultry",10105,"Animal Products",1,56425,2019
"Live animals",101,"Other Animals",10106,"Animal Products",1,20382,2019
"Meat and edible meat offal",102,"Bovine Meat",10201,"Animal Products",1,3222,2019
"Meat and edible meat offal",102,"Sheep and Goat Meat",10204,"Animal Products",1,470391.99999999994,2019
"Meat and edible meat offal",102,"Edible Offal",10206,"Animal Products",1,143289,2019
"Meat and edible meat offal",102,"Poultry Meat",10207,"Animal Products",1,18338,2019
"Meat and edible meat offal",102,"Preserved Meat",10210,"Animal Products",1,8641,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Live Fish",10301,"Animal Products",1,867367,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Non-fillet Fresh Fish",10302,"Animal Products",1,3007775,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Non-fillet Frozen Fish",10303,"Animal Products",1,4757470,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Fish Fillets",10304,"Animal Products",1,66727308,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Processed Fish",10305,"Animal Products",1,92425641,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Crustaceans",10306,"Animal Products",1,5524128,2019
"Fish and crustaceans, molluscs and other aquatic invertebrates",103,"Molluscs",10307,"Animal Products",1,149323,2019
"Dairy products and other edible products of animal origin",104,"Concentrated Milk",10402,"Animal Products",1,8877,2019
"Dairy products and other edible products of animal origin",104,"Fermented Milk Products",10403,"Animal Products",1,1009.0000000000001,2019
"Dairy products and other edible products of animal origin",104,"Whey",10404,"Animal Products",1,743,2019
"Dairy products and other edible products of animal origin",104,"Butter",10405,"Animal Products",1,125,2019
"Dairy products and other edible products of animal origin",104,"Cheese",10406,"Animal Products",1,414,2019
"Dairy products and other edible products of animal origin",104,"Eggs",10407,"Animal Products",1,511860.00000000006,2019
"Dairy products and other edible products of animal origin",104,"Processed Egg Products",10408,"Animal Products",1,9216.000000000002,2019
"Dairy products and other edible products of animal origin",104,"Honey",10409,"Animal Products",1,1602507,2019
"Animal originated products; not elsewhere specified or included",105,"Human Hair",10501,"Animal Products",1,6242,2019
"Animal originated products; not elsewhere specified or included",105,"Pig Hair",10502,"Animal Products",1,15,2019
"Animal originated products; not elsewhere specified or included",105,"Animal Organs",10504,"Animal Products",1,6987,2019
"Animal originated products; not elsewhere specified or included",105,"Processed Bones",10506,"Animal Products",1,135602,2019
"Animal originated products; not elsewhere specified or included",105,"Raw Bones",10507,"Animal Products",1,535446,2019
"Animal originated products; not elsewhere specified or included",105,"Coral and Shells",10508,"Animal Products",1,400294,2019
"Animal originated products; not elsewhere specified or included",105,"Pharmaceutical Animal Products",10510,"Animal Products",1,24124.000000000004,2019
"Animal originated products; not elsewhere specified or included",105,"Other Inedible Animal Products",10511,"Animal Products",1,896026,2019
"Trees and other live plants",206,"Bulbs and Roots",20601,"Vegetable Products",2,12613,2019
"Trees and other live plants",206,"Other Live Plants",20602,"Vegetable Products",2,23307241,2019
"Trees and other live plants",206,"Cut Flowers",20603,"Vegetable Products",2,18251071,2019
"Trees and other live plants",206,"Foliage",20604,"Vegetable Products",2,63238,2019
"Vegetables and certain roots and tubers; edible",207,"Potatoes",20701,"Vegetable Products",2,45018,2019
"Vegetables and certain roots and tubers; edible",207,"Tomatoes",20702,"Vegetable Products",2,62464,2019
"Vegetables and certain roots and tubers; edible",207,"Onions",20703,"Vegetable Products",2,2094515,2019
"Vegetables and certain roots and tubers; edible",207,"Cabbages",20704,"Vegetable Products",2,533387,2019
"Vegetables and certain roots and tubers; edible",207,"Lettuce",20705,"Vegetable Products",2,386638,2019
"Vegetables and certain roots and tubers; edible",207,"Root Vegetables",20706,"Vegetable Products",2,92630,2019
"Vegetables and certain roots and tubers; edible",207,"Cucumbers",20707,"Vegetable Products",2,372.00000000000006,2019
"Vegetables and certain roots and tubers; edible",207,"Legumes",20708,"Vegetable Products",2,2601020,2019
"Vegetables and certain roots and tubers; edible",207,"Other Vegetables",20709,"Vegetable Products",2,1180046,2019
"Vegetables and certain roots and tubers; edible",207,"Frozen Vegetables",20710,"Vegetable Products",2,27160,2019
"Vegetables and certain roots and tubers; edible",207,"Preserved Vegetables",20711,"Vegetable Products",2,1365.9999999999998,2019
"Vegetables and certain roots and tubers; edible",207,"Dried Vegetables",20712,"Vegetable Products",2,43485,2019
"Vegetables and certain roots and tubers; edible",207,"Dried Legumes",20713,"Vegetable Products",2,153850483,2019
"Vegetables and certain roots and tubers; edible",207,"Cassava",20714,"Vegetable Products",2,14533258,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Coconuts, Brazil Nuts, and Cashews",20801,"Vegetable Products",2,231175355,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Other Nuts",20802,"Vegetable Products",2,1430817,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Bananas",20803,"Vegetable Products",2,733333,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Tropical Fruits",20804,"Vegetable Products",2,23157352,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Citrus",20805,"Vegetable Products",2,2745613,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Grapes",20806,"Vegetable Products",2,11100,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Melons",20807,"Vegetable Products",2,467258.99999999994,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Apples and Pears",20808,"Vegetable Products",2,1367789.0000000002,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Other Fruits",20810,"Vegetable Products",2,1082673,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Frozen Fruits and Nuts",20811,"Vegetable Products",2,7421,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Dried Fruits",20813,"Vegetable Products",2,51020,2019
"Fruit and nuts, edible; peel of citrus fruit or melons",208,"Citrus and Melon Peels",20814,"Vegetable Products",2,74626,2019
"Coffee, tea, mate and spices",209,"Coffee",20901,"Vegetable Products",2,154180230,2019
"Coffee, tea, mate and spices",209,"Tea",20902,"Vegetable Products",2,35546077,2019
"Coffee, tea, mate and spices",209,"Maté",20903,"Vegetable Products",2,75,2019
"Coffee, tea, mate and spices",209,"Pepper",20904,"Vegetable Products",2,984209,2019
"Coffee, tea, mate and spices",209,"Vanilla",20905,"Vegetable Products",2,449390,2019
"Coffee, tea, mate and spices",209,"Cinnamon",20906,"Vegetable Products",2,1123246,2019
"Coffee, tea, mate and spices",209,"Cloves",20907,"Vegetable Products",2,6707051.999999999,2019
"Coffee, tea, mate and spices",209,"Nutmeg, mace and cardamons",20908,"Vegetable Products",2,855782,2019
"Coffee, tea, mate and spices",209,"Spice Seeds",20909,"Vegetable Products",2,46082,2019
"Coffee, tea, mate and spices",209,"Spices",20910,"Vegetable Products",2,1699039,2019
"Cereals",210,"Wheat",21001,"Vegetable Products",2,10955,2019
"Cereals",210,"Barley",21003,"Vegetable Products",2,3194,2019
"Cereals",210,"Oats",21004,"Vegetable Products",2,2865,2019
"Cereals",210,"Corn",21005,"Vegetable Products",2,60905052,2019
"Cereals",210,"Rice",21006,"Vegetable Products",2,12911309,2019
"Cereals",210,"Sorghum",21007,"Vegetable Products",2,6138835,2019
"Cereals",210,"Buckwheat",21008,"Vegetable Products",2,322075,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Wheat Flours",21101,"Vegetable Products",2,133542,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Cereal Flours",21102,"Vegetable Products",2,3476944,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Cereal Meal and Pellets",21103,"Vegetable Products",2,28604,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Processed Cereals",21104,"Vegetable Products",2,18982,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Potato Flours",21105,"Vegetable Products",2,1753.0000000000002,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Legume Flours",21106,"Vegetable Products",2,33114,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Malt",21107,"Vegetable Products",2,6004,2019
"Products of the milling industry; malt, starches, inulin, wheat gluten",211,"Starches",21108,"Vegetable Products",2,1723.9999999999998,2019
"Oil seeds and oleaginous fruits",212,"Soybeans",21201,"Vegetable Products",2,3274749,2019
"Oil seeds and oleaginous fruits",212,"Ground Nuts",21202,"Vegetable Products",2,21133069,2019
"Oil seeds and oleaginous fruits",212,"Sunflower Seeds",21206,"Vegetable Products",2,3880,2019
"Oil seeds and oleaginous fruits",212,"Other Oily Seeds",21207,"Vegetable Products",2,179184587,2019
"Oil seeds and oleaginous fruits",212,"Oil Seed Flower",21208,"Vegetable Products",2,582,2019
"Oil seeds and oleaginous fruits",212,"Sowing Seeds",21209,"Vegetable Products",2,31772173,2019
"Oil seeds and oleaginous fruits",212,"Hops",21210,"Vegetable Products",2,22918,2019
"Oil seeds and oleaginous fruits",212,"Perfume Plants",21211,"Vegetable Products",2,1324539,2019
"Oil seeds and oleaginous fruits",212,"Locust beans, seaweed, sugar beet, cane, for food",21212,"Vegetable Products",2,96749,2019
"Oil seeds and oleaginous fruits",212,"Cereal Straws",21213,"Vegetable Products",2,2981.0000000000005,2019
"Oil seeds and oleaginous fruits",212,"Forage Crops",21214,"Vegetable Products",2,37.00000000000001,2019
"Lac; gums, resins and other vegetable saps and extracts",213,"Insect Resins",21301,"Vegetable Products",2,660308,2019
"Lac; gums, resins and other vegetable saps and extracts",213,"Vegetable Saps",21302,"Vegetable Products",2,6376317.999999999,2019
"Vegetable plaiting materials",214,"Vegetable Plaiting Materials",21401,"Vegetable Products",2,800,2019
"Vegetable plaiting materials",214,"Other Vegetable Products",21404,"Vegetable Products",2,957139,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Wool Grease",31505,"Animal and Vegetable Bi-Products",3,26.000000000000004,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Soybean Oil",31507,"Animal and Vegetable Bi-Products",3,87774,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Ground Nut Oil",31508,"Animal and Vegetable Bi-Products",3,198,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Pure Olive Oil",31509,"Animal and Vegetable Bi-Products",3,360,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Olive Oil",31510,"Animal and Vegetable Bi-Products",3,17486,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Palm Oil",31511,"Animal and Vegetable Bi-Products",3,69774,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Seed Oils",31512,"Animal and Vegetable Bi-Products",3,1792502.9999999998,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Coconut Oil",31513,"Animal and Vegetable Bi-Products",3,11596,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Other Pure Vegetable Oils",31515,"Animal and Vegetable Bi-Products",3,677081,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Other Vegetable Oils",31516,"Animal and Vegetable Bi-Products",3,24844,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Margarine",31517,"Animal and Vegetable Bi-Products",3,1112,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Stearic Acid",31519,"Animal and Vegetable Bi-Products",3,258486,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Glycerol",31520,"Animal and Vegetable Bi-Products",3,166465,2019
"Animal or vegetable fats and oils and their cleavage products",315,"Waxes",31521,"Animal and Vegetable Bi-Products",3,3966332,2019
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",416,"Processed Fish",41604,"Foodstuffs",4,52318.00000000001,2019
"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",416,"Processed Crustaceans",41605,"Foodstuffs",4,14877103,2019
"Sugars and sugar confectionery",417,"Raw Sugar",41701,"Foodstuffs",4,48073,2019
"Sugars and sugar confectionery",417,"Other Sugars",41702,"Foodstuffs",4,702,2019
"Sugars and sugar confectionery",417,"Confectionery Sugar",41704,"Foodstuffs",4,633617,2019
"Cocoa and cocoa preparations",418,"Cocoa Beans",41801,"Foodstuffs",4,24233873,2019
"Cocoa and cocoa preparations",418,"Cocoa Butter",41804,"Foodstuffs",4,320,2019
"Cocoa and cocoa preparations",418,"Cocoa Powder",41805,"Foodstuffs",4,4760,2019
"Cocoa and cocoa preparations",418,"Chocolate",41806,"Foodstuffs",4,154989,2019
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Malt Extract",41901,"Foodstuffs",4,1846,2019
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Pasta",41902,"Foodstuffs",4,5533,2019
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Prepared Cereals",41904,"Foodstuffs",4,596,2019
"Preparations of cereals, flour, starch or milk; pastrycooks' products",419,"Baked Goods",41905,"Foodstuffs",4,436993,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Processed Tomatoes",42002,"Foodstuffs",4,161786,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Processed Mushrooms",42003,"Foodstuffs",4,13.999999999999998,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Frozen Vegetables",42004,"Foodstuffs",4,1413,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Processed Vegetables",42005,"Foodstuffs",4,834215,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Sugar Preserved Foods",42006,"Foodstuffs",4,7555,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Jams",42007,"Foodstuffs",4,750,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Other Processed Fruits and Nuts",42008,"Foodstuffs",4,8200192,2019
"Preparations of vegetables, fruit, nuts or other parts of plants",420,"Fruit Juice",42009,"Foodstuffs",4,2498025,2019
"Miscellaneous edible preparations",421,"Coffee and Tea Extracts",42101,"Foodstuffs",4,1692741,2019
"Miscellaneous edible preparations",421,"Yeast",42102,"Foodstuffs",4,78141,2019
"Miscellaneous edible preparations",421,"Sauces and Seasonings",42103,"Foodstuffs",4,15187,2019
"Miscellaneous edible preparations",421,"Soups and Broths",42104,"Foodstuffs",4,399,2019
"Miscellaneous edible preparations",421,"Ice Cream",42105,"Foodstuffs",4,88654,2019
"Miscellaneous edible preparations",421,"Other Edible Preparations",42106,"Foodstuffs",4,392028,2019
"Beverages, spirits and vinegar",422,"Water",42201,"Foodstuffs",4,695072,2019
"Beverages, spirits and vinegar",422,"Flavored Water",42202,"Foodstuffs",4,3146070,2019
"Beverages, spirits and vinegar",422,"Beer",42203,"Foodstuffs",4,186113,2019
"Beverages, spirits and vinegar",422,"Wine",42204,"Foodstuffs",4,47601,2019
"Beverages, spirits and vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,1045,2019
"Beverages, spirits and vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,3230025,2019
"Beverages, spirits and vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,8311037,2019
"Beverages, spirits and vinegar",422,"Vinegar",42209,"Foodstuffs",4,10536.999999999998,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,59913.00000000001,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Bran",42302,"Foodstuffs",4,28178543,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,26980.000000000004,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,97869,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Ground Nut Meal",42305,"Foodstuffs",4,48898.99999999999,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,31193985,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,730732,2019
"Food industries, residues and wastes thereof; prepared animal fodder",423,"Animal Food",42309,"Foodstuffs",4,30292,2019
"Tobacco and manufactured tobacco substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,277190004,2019
"Tobacco and manufactured tobacco substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,3676612,2019
"Tobacco and manufactured tobacco substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,153079,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Salt",52501,"Mineral Products",5,4262444,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Sulphur",52503,"Mineral Products",5,515245,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Graphite",52504,"Mineral Products",5,3273638,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Sand",52505,"Mineral Products",5,575888,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Quartz",52506,"Mineral Products",5,337162,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Kaolin",52507,"Mineral Products",5,294,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Clays",52508,"Mineral Products",5,6770,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Chalk",52509,"Mineral Products",5,1884.0000000000002,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Calcium Phosphates",52510,"Mineral Products",5,1634.0000000000002,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Pumice",52513,"Mineral Products",5,885.9999999999999,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,351695,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Granite",52516,"Mineral Products",5,1274265,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,1693,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Magnesium Carbonate",52519,"Mineral Products",5,111,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Gypsum",52520,"Mineral Products",5,1648702,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Quicklime",52522,"Mineral Products",5,2171402,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Cement",52523,"Mineral Products",5,47635188,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Asbestos",52524,"Mineral Products",5,114,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Mica",52525,"Mineral Products",5,5347,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Soapstone",52526,"Mineral Products",5,743,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Feldspar",52529,"Mineral Products",5,7601,2019
"Salt; sulphur; earths, stone; plastering materials, lime and cement",525,"Other Mineral",52530,"Mineral Products",5,16154,2019
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,7551011.999999999,2019
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,7941229,2019
"Ores, slag and ash",526,"Nickel Ore",52604,"Mineral Products",5,2952,2019
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,48858.00000000001,2019
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,128000.99999999999,2019
"Ores, slag and ash",526,"Tin Ores",52609,"Mineral Products",5,39429562,2019
"Ores, slag and ash",526,"Tungsten Ore",52611,"Mineral Products",5,720843.0000000001,2019
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,11590716.999999998,2019
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,"Mineral Products",5,1857061.9999999998,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,11900231,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,28.999999999999996,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,52766,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,60501,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,1285,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,157493797.00000003,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,12355561,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,3859138,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,2101251,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt",52714,"Mineral Products",5,63,2019
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,1751,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfur",62802,"Chemical Products",6,55,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrogen",62804,"Chemical Products",6,37953,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Alkaline Metals",62805,"Chemical Products",6,22.000000000000004,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Hydrochloric Acid",62806,"Chemical Products",6,281,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Sulfuric Acid",62807,"Chemical Products",6,113024,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Nitric Acids",62808,"Chemical Products",6,2230,2019
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Boron",62810,"Chemical Products",6,61,2019
